 story_title                                    | text                                                                                                                                                                                                                                                                               
 天下隐光/活动剧情/陆·天下隐光                               | 正式举办祭祀时，还有众多仙巫自愿献祭。祭品丰富，玄鸟会降临的。                                                                                                                                                                                                                                                    
 天下隐光/活动剧情/陆·天下隐光                               | 这话听着，可真不像活了那么久的人啊。经历过巫咸之事，还有何和解的必要？                                                                                                                                                                                                                                                
 天下隐光/活动剧情/陆·天下隐光                               | ……逃了一部分……不过无所谓。                                                                                                                                                                                                                                                                    
 天下隐光/活动剧情/陆·天下隐光                               | 本尊肉身应该是由重黎氏中的黎氏一族在看护着……之后再去处理罢。                                                                                                                                                                                                                                                    
 天下隐光/活动剧情/陆·天下隐光                               | 为了召唤玄鸟，他内心深处必然是自愿献祭的。                                                                                                                                                                                                                                                              
 天下隐光/活动剧情/陆·天下隐光                               | 真可惜。不过，祭品已经足够了。                                                                                                                                                                                                                                                                    
 天下隐光/活动剧情/陆·天下隐光                               | “曾经”……应该说，在这个宇宙，是初次祭祀玄鸟。                                                                                                                                                                                                                                                           
 天下隐光/活动剧情/陆·天下隐光                               | 之前确实曾在其他宇宙见过玄鸟之影。吾知道该如何，不必担忧祭祀失败。                                                                                                                                                                                                                                                  
 天下隐光/活动剧情/陆·天下隐光                               | 不过是无首龙尸的残念罢了，想再被斩一次吗？                                                                                                                                                                                                                                                              
 天下隐光/活动剧情/陆·天下隐光                               | 快要结束了……隐光呢？                                                                                                                                                                                                                                                                        
 天下隐光/活动剧情/陆·天下隐光                               | 很快就会好。告诉吾，隐光现在的样子。                                                                                                                                                                                                                                                                 
 天下隐光/活动剧情/陆·天下隐光                               | 带吾一直往前，去建木根系下。                                                                                                                                                                                                                                                                     
 天下隐光/活动剧情/陆·天下隐光                               | 失去头颅后，还在地脉中游走啊……                                                                                                                                                                                                                                                                   
 天下隐光/活动剧情/陆·天下隐光                               | 既已斩龙，便可斩世间万物。                                                                                                                                                                                                                                                                      
 天下隐光/活动剧情/陆·天下隐光                               | 活着。他的肉身是凡人，身躯里也有人格。                                                                                                                                                                                                                                                                
 天下隐光/活动剧情/陆·天下隐光                               | 但不知何时会苏醒，你要带他离开吗？                                                                                                                                                                                                                                                                  
 天下隐光/活动剧情/陆·天下隐光                               | 不会。就算碎掉了，你也可以把它粘起来。                                                                                                                                                                                                                                                                
 天下隐光/活动剧情/陆·天下隐光                               | 应该经验丰富才对啊，时常打碎了花瓶之后再偷偷把它们粘好，以为别人不知道。                                                                                                                                                                                                                                               
 天下隐光/活动剧情/陆·天下隐光                               | 梦见吾抱着你的头颅，跃入火浆之中，对吗？                                                                                                                                                                                                                                                               
 天下隐光/活动剧情/陆·天下隐光                               | 那是上一个宇宙的事了。其实本来不欲令你得知的，只会让你心中彷徨……                                                                                                                                                                                                                                                  
 天下隐光/活动剧情/陆·天下隐光                               | 吾想令你在现世人间度过一生，无论是美好或悲惨的故事，都可去经历一遍……                                                                                                                                                                                                                                                
 天下隐光/活动剧情/陆·天下隐光                               | 所有的路都走遍了，没有遗憾了，再平静地面对自己的天命。                                                                                                                                                                                                                                                        
 天下隐光/活动剧情/陆·天下隐光                               | ……许久之前，吾和你经历过一切。那时，吾方从姬晋改名左慈，入仙门替代浮丘老师的位置……                                                                                                                                                                                                                                        
 天下隐光/活动剧情/陆·天下隐光                               | 仙门彼时以巫为主，仍欲复苏建木，恢复神明的天道。为此，他们在筹办玄鸟祭祀。                                                                                                                                                                                                                                              
 天下隐光/活动剧情/陆·天下隐光                               | 玄鸟之影将降临此地，并诞下神明。吾当时想……                                                                                                                                                                                                                                                             
 天下隐光/活动剧情/陆·天下隐光                               | “若神明就此降临，那，吾还会遇到广陵君吗？”                                                                                                                                                                                                                                                             
 天下隐光/活动剧情/陆·天下隐光                               | 对，天道都被改变了，出生的生灵也会随着天道改变，那就真的见不到了吧？                                                                                                                                                                                                                                                 
 天下隐光/活动剧情/陆·天下隐光                               | 所以，当时便做了一件事……吾分开了玄鸟背负的神格，神明没有诞生，出现的是你。                                                                                                                                                                                                                                             
 天下隐光/活动剧情/陆·天下隐光                               | 那次没有双生子，另一半的神格在世间游走，慢慢地涌向你。人格与神格的平衡被打破了，你开始……真正的变成了神明……                                                                                                                                                                                                                            
 天下隐光/活动剧情/陆·天下隐光                               | 失去记忆，没有反应，不会哭笑……就这样，直到那一日……                                                                                                                                                                                                                                                        
 左慈-约会/七载相逢                                     | ……不……你不该回来……                                                                                                                                                                                                                                                                       
 左慈-约会/七载相逢                                     | 为什么……那么多次……为什么……还要回来……                                                                                                                                                                                                                                                             
 左慈-约会/七载相逢                                     | ……吾以为你不会再回来了，以为会一个人留在这个宇宙中……                                                                                                                                                                                                                                                       
 左慈-约会/七载相逢                                     | 对不起……在你面前露出这副样子。                                                                                                                                                                                                                                                                   
 左慈-约会/七载相逢                                     | 有人陪你一路过来吗？还是一个人？                                                                                                                                                                                                                                                                   
 左慈-约会/七载相逢                                     | 你是从七年前被乱流裹挟至此的……等乱流平静，它会带你回到原地。                                                                                                                                                                                                                                                    
 左慈-约会/七载相逢                                     | ……不要管吾。做你该做的事。                                                                                                                                                                                                                                                                     
 左慈-约会/七载相逢                                     | 只是有些困倦了，歇息几日罢了。把张机吓到了吧。                                                                                                                                                                                                                                                            
 左慈-约会/七载相逢                                     | 我好多了，想出来走走……变成这样，应该不会被人认出来。                                                                                                                                                                                                                                                        
 左慈-约会/七载相逢                                     | 而且，你之前说很快就回来看我。我在那等了很久等不到你，就想自己出来看看你。                                                                                                                                                                                                                                              
 左慈-约会/七载相逢                                     | 毕竟你回来了。作为师尊，总不能一直病容满面的。                                                                                                                                                                                                                                                            
 左慈-约会/七载相逢                                     | 再说了，你又不会医术，谁也不放心把患者交给你啊。                                                                                                                                                                                                                                                           
 左慈-约会/七载相逢                                     | 走的时候顺便把果篮带走，下次再用？                                                                                                                                                                                                                                                                  
 左慈-约会/七载相逢                                     | 难得可以停留三日。这三日，我们在这里打下手。                                                                                                                                                                                                                                                             
 左慈-约会/七载相逢                                     | 就叫我缑山晋吧。她是我债主，叫广陵君。                                                                                                                                                                                                                                                                
 左慈-约会/七载相逢                                     | 累。坐了一天的诊，当然累。                                                                                                                                                                                                                                                                      
 左慈-约会/七载相逢                                     | 不过也听别人喊了你一天“那个债主”，心里略平和些了。                                                                                                                                                                                                                                                         
 左慈-约会/七载相逢                                     | 你是讨债徒弟，张机才勉强能算是报恩徒弟。                                                                                                                                                                                                                                                               
 左慈-约会/七载相逢                                     | 以前，你还和祢衡去偷偷撬过阁里的沉香神像。说雷劈过的沉香木，煮水后能学会飞。                                                                                                                                                                                                                                             
 左慈-约会/七载相逢                                     | 然后一起从塔顶滑下去，抱着神像从雪山往下滚，最后神像碎了，撞塌宿舍五间，引发雪崩，一个摔断了左手一个摔断了右腿。                                                                                                                                                                                                                           
 左慈-约会/七载相逢                                     | 众人去雪下面挖你们，令狐茂问吾，这个徒弟你确定还要吗？吾说不要的话给你你要吗？他说你自己留着吧。                                                                                                                                                                                                                                   
 左慈-约会/七载相逢                                     | 那谁要呢？谁要谁领走吧。问了一圈都没人要，最后还是吾自己领回去带着了。                                                                                                                                                                                                                                                
 左慈-约会/七载相逢                                     | 真的。你胳膊上打着石膏竹板绷带，吾拎着你的脖领子，一个个问过去的。全都摆手说不要。                                                                                                                                                                                                                                          
 左慈-约会/七载相逢                                     | “你快拎走，快拎走”……就这样把师徒两个往外赶。吾拎着你回去了，刚回山门，就看见令狐茂。                                                                                                                                                                                                                                       
 左慈-约会/七载相逢                                     | 他神色大惊,“你怎么把她拎回来了？！”……哈哈哈……他以为……哈……他以为吾把你带出门丢了……                                                                                                                                                                                                                                    
 左慈-约会/七载相逢                                     | 你们几个随他去成都那次，他真的发了很大的火。                                                                                                                                                                                                                                                             
 左慈-约会/七载相逢                                     | 当街拔刀和几十个恶霸斗殴，打死五人，被城尉扣进了牢里……很深的夜里，他和徐庶去捞你们。                                                                                                                                                                                                                                        
 左慈-约会/七载相逢                                     | 听说你们一边斗殴，一边自报家门。他气得跟徐庶说，这几个孩子隐鸢阁不要了，让他们在这边蹲班房服劳役吧。                                                                                                                                                                                                                                 
 左慈-约会/七载相逢                                     | 徐庶也跟他吵翻了，叫吾过来领人。结果就在吾来的路上，你们又在牢里跟人打起来……                                                                                                                                                                                                                                            
 左慈-约会/七载相逢                                     | 还把匕首藏袖子里一起带进牢里……                                                                                                                                                                                                                                                                   
 左慈-约会/七载相逢                                     | 你干的。吾一看就知道那把匕首是你的。                                                                                                                                                                                                                                                                 
 左慈-约会/七载相逢                                     | 你们自幼在阁中长大，周围皆是爱护你们的人，故而养得无法无天，法无禁止即可为，法严令禁止也敢试试。                                                                                                                                                                                                                                   
 左慈-约会/七载相逢                                     | 那次令狐茂怎么说你们的？他把吾和徐庶都骂了一顿，让我们不能再这样放任自流。                                                                                                                                                                                                                                              
 左慈-约会/七载相逢                                     | “再这样下去，总有一天这几个孩子，我看着他们上断头台。”                                                                                                                                                                                                                                                       
 左慈-约会/七载相逢                                     | 徐庶是不屑一顾的，她说那就去劫法场。刘邦当年连起兵造反都敢干，到那一天大不了反他……唉，真是的。                                                                                                                                                                                                                                   
 左慈-约会/七载相逢                                     | 吾想……要是有那一天……                                                                                                                                                                                                                                                                       
 左慈-约会/七载相逢                                     | ……有那一天的话，不能直白叫造反，要先找个清君侧或者衣带诏的名目，先占领武库，封锁内廷外朝消息往来，重兵控制正殿，梓宫停灵不发……                                                                                                                                                                                                                  
 左慈-约会/七载相逢                                     | 长沙城里，也有很多人打算一起同行啊……                                                                                                                                                                                                                                                                
 左慈-约会/七载相逢                                     | 南阳界碑啊……长沙和南阳的中途到了。                                                                                                                                                                                                                                                                 
 左慈-约会/七载相逢                                     | ……他决定就走到这了。                                                                                                                                                                                                                                                                        
 左慈-约会/七载相逢                                     | 星辰日月就只是星辰日月而已啊。人的魂魄，并不比星辰日月高贵，也不比它们轻贱。                                                                                                                                                                                                                                             
 左慈-约会/七载相逢                                     | 人总是喜欢想，自己在生灵中是高贵的，所以牲畜都想化作人。可你觉得，人有什么高贵之处吗？                                                                                                                                                                                                                                        
 左慈-约会/七载相逢                                     | 吃肉、吃草，呼吸，喝水。                                                                                                                                                                                                                                                                       
 左慈-约会/七载相逢                                     | 悲喜、懊恼、生死、爱恨。人活在这个世上，受着其他生灵一样的苦，经历着一样的绝望。                                                                                                                                                                                                                                           
 左慈-约会/七载相逢                                     | 人惶恐的时候，就喜欢幻想自己是更强大的存在，比如高悬于天的星辰日月。                                                                                                                                                                                                                                                 
 左慈-约会/七载相逢                                     | 人死去的时候，发现能握住的仅是幻想。为了幻想不灭，便造了泉下地宫，埋入陪葬，画了仙人引路……                                                                                                                                                                                                                                     
 左慈-约会/七载相逢                                     | 我已经不会惶恐了。我担心的，是你的惶恐。                                                                                                                                                                                                                                                               
 左慈-约会/七载相逢                                     | 人生一世，你想去争这一世。但相争之地，多有魔障。                                                                                                                                                                                                                                                           
 左慈-约会/七载相逢                                     | ……你见过陈登、张机的最终。你觉得，他们最后过得舒心吗？                                                                                                                                                                                                                                                       
 左慈-约会/七载相逢                                     | 善人的抑郁，是最可悲的魔障。伤不到仇敌，唯有自伤。                                                                                                                                                                                                                                                          
 左慈-约会/七载相逢                                     | 你如今这般说，他日皆不由己。对你而言，作恶比自伤更难。                                                                                                                                                                                                                                                        
 左慈-约会/七载相逢                                     | 你从前背正经的经文如果有这么顺就好了。                                                                                                                                                                                                                                                                
 左慈-约会/七载相逢                                     | 你最后会发现，无论作恶还是为善，人间的安定，最终都依赖于没收刀兵、制定律法、约束道德。                                                                                                                                                                                                                                        
 左慈-约会/七载相逢                                     | 徐庶会觉得，没意思。但“有意思”是没办法让人间安定的。有趣的、生动的、与众不同的东西，本就是安定世代的眼中钉。                                                                                                                                                                                                                            
 左慈-约会/七载相逢                                     | 想要安定，就要牺牲掉、亲手扼杀掉一些东西。光暗一体，没有十全十美遂人愿的人间。                                                                                                                                                                                                                                            
 左慈-约会/七载相逢                                     | 不敢吗？你啊，该不会连师尊都下不去手吧？二世祖的兄弟姐妹，武帝的子女……他只是你的师尊。                                                                                                                                                                                                                                       
 左慈-约会/七载相逢                                     | 左慈？！你想做什么？你明明知道这样杀不了我，你--呃！！！                                                                                                                                                                                                                                                      
 左慈-约会/七载相逢                                     | ……没事了……它已经……逃不掉了。过来吧……                                                                                                                                                                                                                                                             
 左慈-约会/七载相逢                                     | ……从前就这样，哪里危险就往哪里跑……一点都不知道怕。                                                                                                                                                                                                                                                        
 左慈-约会/七载相逢                                     | 怎么哭了？有人……欺负你了吗？                                                                                                                                                                                                                                                                    
 左慈-约会/七载相逢                                     | 没事的……师尊在这里……                                                                                                                                                                                                                                                                       
 左慈-约会/七载相逢                                     | ……师尊在这，没有人能……能欺负你……                                                                                                                                                                                                                                                                
 左慈-约会/七载相逢                                     | ……对不起……师尊没有……护住你……                                                                                                                                                                                                                                                                 
 左慈-约会/七载相逢                                     | 背着这么多东西走……很累吧？一直都很累吧……对不起……                                                                                                                                                                                                                                                        
 左慈-约会/囚雪                                       | 呼……呼……唔……吾，刚才睡着了么？                                                                                                                                                                                                                                                                 
 左慈-约会/囚雪                                       | 怎么会……只是酒酿而已。                                                                                                                                                                                                                                                                       
 左慈-约会/囚雪                                       | 不可能，只是酒酿而已……                                                                                                                                                                                                                                                                       
 左慈-约会/囚雪                                       | 你没抱过孩子。吾来吧。                                                                                                                                                                                                                                                                        
 左慈-约会/囚雪                                       | 会被吐口水、扯头发、咬鼻子，如果她手上有玩具，玩具还会突然被摔过来。                                                                                                                                                                                                                                                 
 左慈-约会/囚雪                                       | 哭起来的时候声音直接贯穿耳朵……                                                                                                                                                                                                                                                                   
 左慈-约会/囚雪                                       | 不必在意吾。今晚是陪你的，你想去哪都可以。                                                                                                                                                                                                                                                              
 左慈-约会/囚雪                                       | 吾的头发能留下来不容易。你小时候薅起它们，可是毫不留情。                                                                                                                                                                                                                                                       
 左慈-约会/囚雪                                       | 那现在能糊弄你的把戏，是什么样的？                                                                                                                                                                                                                                                                  
 左慈-约会/囚雪                                       | 在外边这样，不怕被人看见？                                                                                                                                                                                                                                                                      
 左慈-约会/囚雪                                       | 遮一下。至少把肚子遮一下。不然会着凉。                                                                                                                                                                                                                                                                
 左慈-约会/囚雪                                       | 是仙的一部分。不可避免地和你融合了。                                                                                                                                                                                                                                                                 
 左慈-约会/囚雪                                       | 伸手掬水，克制时尚可滴水不漏，动摇时淅沥而落。今夜没有克制住，有些……太过忘情了。                                                                                                                                                                                                                                          
 左慈-约会/囚雪                                       | 它们一直会动。今夜，你能用仙的眼睛去观测万物。                                                                                                                                                                                                                                                            
 左慈-约会/囚雪                                       | 开三目后可久视天地。刚开始久视，人很快就会累，闭目歇息片刻吧。                                                                                                                                                                                                                                                    
 左慈-约会/囚雪                                       | 是。没有形体，只有不断的精微涌动，不断的消亡与新生。                                                                                                                                                                                                                                                         
 左慈-约会/囚雪                                       | 你刚开始久视，不要沉湎其中。                                                                                                                                                                                                                                                                     
 左慈-约会/囚雪                                       | 天快亮了，吾带你回去罢。                                                                                                                                                                                                                                                                       
 左慈-约会/囚雪                                       | 出了城一夜不回，许多人一定在找你。                                                                                                                                                                                                                                                                  
 左慈-约会/囚雪                                       | 所以你的发髻也一起被吓散了，对吗？                                                                                                                                                                                                                                                                  
